号牌号码,罚款金额,记分值,违法时间,违法行为,违法地点,是否处理,缴款状态,号牌种类
浙H3779Z,50,0,2019-02-02 23:22,不按规定临时停车影响其他车辆和行人通行的,江山市石门镇溪底新街与经一路路口（违停）,已处理,已交款,小型汽车
浙H3779Z,100,2,2018-10-16 08:05,不按所需行进方向驶入导向车道的,缙云县黄龙路翠竹路交叉口,已处理,已交款,小型汽车
浙H3779Z,50,0,2018-09-24 16:45,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",云和县S328省道68KM+100M,已处理,已交款,小型汽车
浙H3779Z,100,3,2018-09-14 03:39,机动车违反禁令标志指示的,荷花东路-荷二路北口,已处理,已交款,小型汽车
浙H3779Z,150,0,2018-07-26 16:09,不按规定停放影响其他车辆和行人通行的,南街,已处理,已交款,小型汽车
浙HDY943,200,6,2020-04-12 19:53,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型汽车
浙HDY943,200,6,2019-12-04 12:25,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市莲华山大道与藕塘路交叉口,已处理,已交款,小型汽车
浙HDY943,50,0,2019-11-09 13:10,不按规定临时停车影响其他车辆和行人通行的,文峰西路与前坊路路口（违停球）,已处理,已交款,小型汽车
浙HDY943,50,0,2019-04-02 15:00,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙HDY943,100,2,2018-07-14 10:49,不按所需行进方向驶入导向车道的,景星路-江东大道西口,已处理,已交款,小型汽车
浙HDY943,50,0,2018-04-28 16:28,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",山深线1806KM600M,已处理,已交款,小型汽车
浙HDY943,500,12,2018-01-21 13:56,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的机动车行驶超过规定时速50%以上的,双江线0023KM800M（四都上峰村路口）,已处理,已交款,小型汽车
浙HDY832,150,6,2020-03-20 23:31,驾驶机动车违反道路交通信号灯通行的,荷花一路与清莲里路口,已处理,已交款,小型汽车
浙HDY832,200,3,2019-11-27 13:07,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1826KM600M（205国道贺村镇石排山路段）,已处理,已交款,小型汽车
浙HDY832,200,3,2019-11-20 10:07,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,江山市江广线0007KM500M（平岗山路口）,已处理,已交款,小型汽车
浙HDY832,50,0,2019-10-12 15:26,不按规定临时停车影响其他车辆和行人通行的,江山市区航埠山路(航埠山路南二街口至南三街口路段),已处理,已交款,小型汽车
浙HDY832,100,3,2018-10-14 13:29,机动车违反禁令标志指示的,锦绣府园南侧道路西口(单行线),已处理,已交款,小型汽车
浙HDY932,50,0,2020-03-21 07:31,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市区江东大道与景星东路路口（卡口）北口,已处理,已交款,小型汽车
浙HDY932,50,0,2020-01-14 09:01,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙HDY932,100,2,2019-08-19 14:58,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDY932,100,2,2019-08-19 13:13,不按所需行进方向驶入导向车道的,江山市区鹿溪北路站前大道路口南口,已处理,已交款,小型汽车
浙HDY932,100,2,2019-05-01 12:20,不按所需行进方向驶入导向车道的,凝秀北路-文教路西口,已处理,已交款,小型汽车
浙HDY932,100,3,2018-10-31 15:31,人行道不停车让行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型汽车
浙HDY932,100,3,2018-10-24 10:00,人行道不停车让行的,江山市区东岳路(东岳路虎山二街路口),已处理,已交款,小型汽车
浙HDY932,0,0,2018-07-13 09:44,驾驶机动车在限速低于60公里/小时的公路上超过规定车速50%以下的,常辉线0000KM200M,已处理,无需交款,小型汽车
浙HDY932,50,0,2018-06-03 13:58,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市小贺线0006KM400M,已处理,已交款,小型汽车
浙HDY932,50,0,2018-05-21 08:38,不按规定临时停车影响其他车辆和行人通行的,江山市区南门路(南门路南一街路口至南门路南市街路口路段),已处理,已交款,小型汽车
浙HDY876,150,0,2019-12-05 10:02,不按规定停放影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙HDY876,200,6,2019-11-23 11:18,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,已处理,已交款,小型汽车
浙HDY876,200,6,2019-11-13 00:08,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,双江线0023KM650M（四都镇上峰村路段）,已处理,已交款,小型汽车
浙HDY876,200,6,2019-09-22 12:57,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1795KM800M石排山路段（现桩号205国道1826KM600M）,已处理,已交款,小型汽车
浙HDY876,50,0,2019-09-17 14:52,不按规定临时停车影响其他车辆和行人通行的,江山市区鹿溪中路(鹿溪中路的新华路路口至江城北路路口路段),已处理,已交款,小型汽车
浙HDY876,100,2,2019-09-11 10:48,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDY876,50,0,2019-09-11 09:52,不按规定临时停车影响其他车辆和行人通行的,江山市区县河西路(县河西路环城西路口至中山路路口路段),已处理,已交款,小型汽车
浙HDY876,100,2,2019-07-03 12:14,不按所需行进方向驶入导向车道的,凝秀北路-文教路东口,已处理,已交款,小型汽车
浙HDY876,200,6,2019-06-19 20:27,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1795KM800M（205国道石排山路段）,已处理,已交款,小型汽车
浙HDY876,100,3,2019-05-05 14:18,机动车违反禁令标志指示的,云宾路-民声路,已处理,已交款,小型汽车
浙HD08556,200,6,2020-01-12 15:05,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型新能源汽车
浙HD08556,50,0,2019-11-28 21:28,不按规定临时停车影响其他车辆和行人通行的,江山市区虎山二街29号门口路段（违停）,已处理,已交款,小型新能源汽车
浙H2G997,100,3,2020-05-24 16:25,机动车违反禁止标线指示的,解放南路南三街路口,已处理,已交款,小型汽车
浙H2G997,100,2,2019-09-30 15:40,不按所需行进方向驶入导向车道的,凝秀南路-江城北路北口,已处理,已交款,小型汽车
浙H2G997,50,0,2019-01-14 11:52,不按规定临时停车影响其他车辆和行人通行的,云宾路菜市场门口,已处理,已交款,小型汽车
浙H2G997,50,0,2018-12-08 07:50,不按规定临时停车影响其他车辆和行人通行的,定阳南路（靓车族汽车边）违停抓拍,已处理,已交款,小型汽车
浙H2G997,50,0,2018-09-25 17:05,不按规定临时停车影响其他车辆和行人通行的,江山市区云宾路(云宾路鹿溪路口至县河东路路口路段),已处理,已交款,小型汽车
浙H2G997,50,0,2018-07-15 17:11,驾驶机动车行驶时以手持方式使用电话的,江山市区北泉街(北泉街凝秀路路口至礼贤路路口路段),已处理,已交款,小型汽车
浙H2G997,200,3,2018-06-19 10:39,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,兰贺线0110KM950M（315省道源口村路段）,已处理,已交款,小型汽车
浙HDY920,50,0,2020-04-11 09:36,机动车不按规定临时停车影响其他车辆和行人通行的,江山市区书院路(书院路江滨路口至鹿溪路口路段),已处理,已交款,小型汽车
浙HDY920,100,2,2020-03-12 16:10,不按所需行进方向驶入导向车道的,解放南路的景星路路口,已处理,已交款,小型汽车
浙HDY920,200,3,2020-02-25 17:37,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,（京台高速）江山市江郎山出口连接线1公里700米清湖街道东儒村路段,已处理,已交款,小型汽车
浙HDY920,100,2,2019-11-05 15:34,不按所需行进方向驶入导向车道的,文峰东路-天马路路口南口,已处理,已交款,小型汽车
浙HDY920,50,0,2019-07-21 12:20,不按规定临时停车影响其他车辆和行人通行的,芳鑫北路芳村水果店门口违停,已处理,已交款,小型汽车
浙HDY920,50,0,2019-05-27 09:16,不按规定临时停车影响其他车辆和行人通行的,江山市区解放路(解放路中山路路口至城中路路口路段),已处理,已交款,小型汽车
浙HDY920,50,0,2019-04-30 15:55,不按规定临时停车影响其他车辆和行人通行的,贺村镇牵牛街-中心南街,已处理,已交款,小型汽车
浙HDY920,50,0,2019-02-19 15:22,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙HDY920,150,0,2018-10-20 14:52,不按规定停放影响其他车辆和行人通行的,常山东河北街文峰路-红旗街,已处理,已交款,小型汽车
浙HDY920,150,0,2018-10-09 15:46,不按规定停放影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙H2R612,50,0,2018-09-13 10:21,不按规定临时停车影响其他车辆和行人通行的,江山市区南门路(南门路南一街路口至南门路南市街路口路段),已处理,已交款,小型汽车
浙H2R612,100,3,2018-07-28 06:53,机动车违反禁令标志指示的,贺康路单行线东口,已处理,已交款,小型汽车
浙H2P169,50,0,2018-07-02 15:47,不按规定临时停车影响其他车辆和行人通行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型汽车
浙H2P169,200,3,2018-05-09 09:41,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,兰贺线0110KM950M（315省道源口村路段）,已处理,已交款,小型汽车
浙H2P169,100,3,2018-03-09 12:32,机动车违反禁止标线指示的,大成路-墩贺线西口,已处理,已交款,小型汽车
浙HD00310,50,0,2020-03-11 09:46,不按规定临时停车影响其他车辆和行人通行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型新能源汽车
浙HD00310,200,3,2019-12-02 13:34,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,江山市江广线0007KM500M（平岗山路口）,已处理,已交款,小型新能源汽车
浙HD00310,200,6,2019-11-20 17:58,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,已处理,已交款,小型新能源汽车
浙HD00310,50,0,2019-09-08 17:40,不按规定临时停车影响其他车辆和行人通行的,解放南路-南三街,已处理,已交款,小型新能源汽车
浙HD00310,100,2,2019-07-30 23:25,不按所需行进方向驶入导向车道的,朝阳路-文教路路口东口,已处理,已交款,小型新能源汽车
浙HD00776,50,0,2020-03-06 13:58,不按规定临时停车影响其他车辆和行人通行的,江山市区城中路(城中路解放路路口至鹿溪路路口路段),已处理,已交款,小型新能源汽车
浙HD00776,100,0,2020-01-16 09:18,机动车不在机动车道内行驶的,汇源路的221省道路口,已处理,已交款,小型新能源汽车
浙HD00776,200,3,2020-01-07 10:07,机动车逆向行驶的,汇源路的221省道路口,已处理,已交款,小型新能源汽车
浙HD00776,50,0,2019-08-15 15:40,不按规定临时停车影响其他车辆和行人通行的,江山市区南一街(南一街航埠山路口至解放南路路口路段),已处理,已交款,小型新能源汽车
浙HD00776,50,0,2019-08-15 08:26,不按规定临时停车影响其他车辆和行人通行的,江山市区南二街(南二街航埠山路口至解放南路口路段),已处理,已交款,小型新能源汽车
浙HDY905,150,6,2020-03-20 18:34,驾驶机动车违反道路交通信号灯通行的,鹿溪北路的站前大道路口,已处理,已交款,小型汽车
浙HDY905,50,0,2020-01-06 10:32,不按规定临时停车影响其他车辆和行人通行的,江山市区南二街(南二街南门路口至西山路口路段),已处理,已交款,小型汽车
浙HDY905,150,6,2019-12-17 12:11,驾驶机动车违反道路交通信号灯通行的,江山市区鹿溪南路中山路路口东口,已处理,已交款,小型汽车
浙HDY905,50,0,2019-08-01 07:42,驾驶机动车行驶时以手持方式使用电话的,双江线0031KM300M,已处理,已交款,小型汽车
浙HDY905,50,0,2018-08-01 14:02,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市区环城西路(环城西路云宾路路口至中山路路口路段),已处理,已交款,小型汽车
